set,k1,k2,z1,z2,kp1,kp2,lam,mu1,mu2,c1,c2,ee1_m6,ee2_m6,ee1_m19,ee2_m19,arc,kkt1_m19,kkt2_m19
box,1.002987944217811,1.1158662929839482,-0.13032144783251806,0.025202721063520783,0.996270946209129,1.1165526802364303,0.9696950962461307,0.0,0.0,0.0461901347840707,0.047268609841292136,-0.0005038592084900539,0.00024048072565352463,-0.0004490147785302101,0.00027379680404493456,2.138619531222079e-06,0.0004490147785302101,0.00027379680404493456
box,0.8788939789183474,1.1232547007254272,-0.0035692684386368356,0.15638250667770215,0.88596899016878,1.123694616323117,0.9668854274755854,0.0,0.0,0.04622365421490964,0.04740596751896954,-3.35852629681499e-05,-0.00041474689915943497,-6.691227321176108e-05,-0.000421739821481415,3.7707489129110993e-06,6.691227321176108e-05,0.000421739821481415
box,0.8731773298702875,1.185207656049707,0.09629345171475479,-0.0059966410959140515,0.8893215467355672,1.172669398024631,0.972971458576235,0.0,0.026527146598028722,0.046151200678113256,0.047109438581626376,-0.0006368820094131422,-0.028048413576187814,-0.0006294631669482298,-0.028045608860773674,-1.9215029780560263e-06,0.0006294631669482298,0.0005848026604838852
box,1.125413625671854,1.0411395620964465,0.04963874047724165,0.13238104406636436,1.117539555247905,1.0552148743419418,0.9002776001390475,0.0,0.0,0.04705588201431879,0.050913339577029586,-0.00094095154307694,1.754093041439475e-05,-0.0009694173813891149,8.189543343917194e-06,5.436713800540909e-07,0.0009694173813891149,8.189543343917194e-06
box,0.8261081665645166,1.1339952815833603,-0.037819270410803546,-0.05582540284777454,0.8358884555232468,1.121461066383197,1.0573771671179366,0.0,0.02172801186950091,0.04520126065362694,0.04334890197639397,-0.000624421435788669,-0.021416142678816752,-0.0006205162165884293,-0.021431789409208535,-9.90434283868131e-06,0.0006205162165884293,0.0010637836508921028
box,1.1976107084839938,1.1124762008305513,-0.004628755590531913,-0.02475891314407,1.190113511604254,1.113909677673084,0.8876513914271076,0.0,0.0,0.047222330870866476,0.05163754556367027,0.0003755884270757459,0.000315655316188046,0.0003810414029257192,0.0003065032202369533,-7.379370435064906e-07,0.0003810414029257192,0.0003065032202369533
box,1.1510115623487185,0.8347259488859577,0.06669400221243707,0.09252947958564667,1.1392371344822652,0.8538704901464371,0.9804016530118018,0.009635143615026908,0.0,0.04606350924853845,0.04675240910565949,-0.011364583477084467,-0.00012302057101154507,-0.01140762062595102,-0.00010614564592714704,-1.8048831305805186e-06,0.00023195428467925883,0.00010614564592714704
box,1.1196785518864458,0.9289146898959327,0.09492453847873739,-0.08789489859978708,1.122277986927842,0.9266020011034292,0.9781058195411373,0.0,0.0,0.04609051583251307,0.0468621474831587,-0.0003973868573959871,-0.0004504621433621958,-0.0003216280411378891,-0.0003359400096576426,7.524772848954125e-06,0.0003216280411378891,0.0003359400096576426
box,0.9449231801938276,0.9669792448817519,0.013251194761652652,-0.1239636270270216,0.951545727461885,0.9572763311449374,1.0661419668117125,0.0,0.004815935886167871,0.045108072485828404,0.04299252875913432,-0.0003762708333148179,-0.00441754573878661,-0.0003688116793485463,-0.004417659678871533,-1.4341578439378813e-06,0.0003688116793485463,3.459830874208425e-05
box,0.9627791202557224,0.8001202760427693,0.07820183243116763,0.11260029191496213,0.9555704556975201,0.8186151443170777,1.0652708043603811,0.0,0.0,0.045117291834928734,0.04302768740291714,-0.0006442682980671854,0.0003923054565304618,-0.000656807587238073,0.0003609423731554262,2.6244596577773657e-05,0.000656807587238073,0.0003609423731554262
box,0.855572671648079,1.081514307706719,0.10275298828628432,0.15418506331897386,0.8738478239132831,1.0759979635308459,0.9727352777203955,0.0,0.0,0.046154001809627025,0.047120876788687614,-0.0007843253854024068,-0.0021809717774092796,-0.0007558015611407454,-0.0020977705908168387,-6.159664567383581e-07,0.0007558015611407454,0.0020977705908168387
box,1.1375162249474906,0.9696425941776051,0.15350038672308997,0.15167500955275354,1.1337109357718171,0.9867605160666192,0.8998016835754263,0.0,0.0,0.04706210289432896,0.05094026829038528,-0.0002918654839358936,-8.056024137093054e-05,-0.0002509493292393028,-4.6128539584189276e-05,-4.871866594066486e-06,0.0002509493292393028,4.6128539584189276e-05
box,1.0014707916802317,1.101378615433562,0.132428053655412,-0.007632936969999005,1.0174111203740708,1.0899717701947924,0.9370317070546447,0.0,0.0048139735671136955,0.04658750557210064,0.04891631609089143,-9.16049323684831e-05,-0.0048872376665397566,-8.47615507623134e-05,-0.004927900796414919,-4.983784605280098e-06,8.47615507623134e-05,0.00036048400854415963
box,1.145514496438834,1.080627426424749,-0.06594423808814151,0.08564872639471147,1.1320024587046797,1.0922471178123363,0.9140250442049318,0.007487762317200632,0.0,0.0468779385605856,0.050147574686362474,-0.007624638116604743,-0.0008257434406057085,-0.007789686604609214,-0.0008359300761112687,-9.288958738622949e-06,0.001813743493311648,0.0008359300761112687
box,1.0282739143437996,0.8375380613733225,-0.03475826358250744,-0.136402875712702,1.0210163959166527,0.839936796867358,1.1014815627169026,0.0,0.0,0.04474182773573012,0.04161316968067414,-0.0004293161995443384,-0.00035261997458047034,-0.0004286870196210657,-0.0003344142764912794,4.253584805857609e-06,0.0004286870196210657,0.0003344142764912794
box,0.9904667852867982,0.9714158432571696,-0.024404018249456816,0.027616113149050964,0.9859161880622537,0.9766751985401881,1.015881060768589,0.0,0.0,0.045655942589473,0.04511959218414226,-0.0002834455849258788,6.436926692554579e-06,-0.0002832689846402614,3.618679311756523e-06,-4.666700483524231e-06,0.0002832689846402614,3.618679311756523e-06
box,0.8490762640704295,1.173507563982737,0.0588961433840105,0.10361003468568686,0.8648220367163001,1.164928180602409,0.961534638560734,0.0,0.002072401983840976,0.04628782729231964,0.0476697742663562,8.757938107417651e-05,-0.0038949575113975676,0.00011127914169306585,-0.0039376321985178375,5.160776921296778e-07,0.00011127914169306585,0.002716273875619457
box,1.158720492905504,1.0333280187693903,-0.14713016931052766,0.06767578371768249,1.145423890016247,1.0413151690997473,0.9510457253507905,0.0265544600719404,0.0,0.04641492787207368,0.04819551568097953,-0.028371869321454635,-0.00023618438564143585,-0.02833065644273558,-0.0002943529021012248,7.644552644006334e-07,0.0014901476385689172,0.0002943529021012248
box,1.0276103417053433,1.1303828888681597,0.010291351511790114,0.10023811051654147,1.0295534890529028,1.1312566469263052,0.9135253964971575,0.0,0.0,0.046884347154184984,0.05017500262743402,-0.00011787621847758611,9.582012881304003e-05,-0.00010501822787523096,9.723108071657549e-05,8.72631340939937e-06,0.00010501822787523096,9.723108071657549e-05
box,1.1988041172289967,0.9402219245471553,-0.1052731391933842,-0.03466406417475107,1.1846898631619733,0.9468966507046671,0.9875290261326267,0.023744891682994092,0.0,0.045980168873100496,0.04641497916165222,-0.02375545250806943,-0.0007818950944913361,-0.023926313453089376,-0.0007975573344329856,-9.55735564778659e-07,0.0017915268739854273,0.0007975573344329856
box,1.1012199959462705,0.9756915727433226,0.028281635017348705,-0.11924528898506517,1.1015009341963864,0.9705984103138812,0.9837754687404746,0.0,0.0,0.046023965149822536,0.0465920737260876,0.00036438512795200495,-0.00021719267166087075,0.00037809990844484,-0.0001808214795385732,4.352514765245362e-06,0.00037809990844484,0.0001808214795385732
box,1.0904494043735922,0.9120329607465998,-0.09900238067071408,0.11614399954662213,1.075169388994103,0.9288006200109018,1.0084651389028096,0.027052496872857653,0.0,0.04573964682353632,0.04545138686632381,-0.02579038384217147,-0.0008084858756063351,-0.025882205822088555,-0.0008109398885640662,3.959149463640561e-06,0.004053116543726087,0.0008109398885640662
